Internals 	 minnodeR: 3 	 TSnode: 14 	 minnodeP: 27
Dihedral 15-1-3-27	2.676235439194468	2.4855446840772246	2.7733491855705186
Dihedral 5-1-3-2	-2.7888055070710647	-2.9492662761388697	-3.0563087737586097
Dihedral 5-1-3-27	0.5403363294508655	0.2714816344625863	0.22259945301077652
Dihedral 35-1-3-2	1.548892555186344	1.5926932603645456	2.0374100837308053
Dihedral 35-1-3-27	-1.4051509154713124	-1.4697441362135848	-0.9668669966793945
Dihedral 2-1-4-5	-1.9694995784040827	-2.4404758202300347	-2.4390318708154712
Dihedral 2-1-4-33	0.14114211105398078	-0.3517321151079045	-0.43274910575597714
Dihedral 2-1-4-34	2.2114521711498787	1.821470111827255	1.908029418749975
Dihedral 3-1-4-5	-0.9638407523429071	-1.7956629622310787	-1.7941442837600168
Dihedral 3-1-4-33	1.1468009371151564	0.2930807428910517	0.2121384812994773
Dihedral 3-1-4-34	-3.0660743099685317	2.4662829698262114	2.5529170058054294
Dihedral 6-1-4-5	1.253326000895887	0.3389339915870048	0.43569624438612464
Dihedral 6-1-4-33	-2.919217616825636	2.4276776967091354	2.441979009445619
Dihedral 6-1-4-34	-0.8489075567297376	-1.6823053835352917	-1.5004277732280158
Dihedral 8-1-4-5	-2.833585813993338	2.927519148877303	2.821628246303933
Dihedral 8-1-4-33	-0.7229441245352748	-1.266922453180153	-1.4552742958161593
Dihedral 8-1-4-34	1.3473659355606236	0.9062797737550066	0.8855042286897928
Dihedral 11-1-4-5	-2.622736066165106	2.8608523566771487	2.7409212565941
Dihedral 11-1-4-33	-0.5120943767070432	-1.333589245380307	-1.5359812855259922
Dihedral 11-1-4-34	1.5582156833888554	0.8396129815548523	0.8047972389799598
Dihedral 12-1-4-5	2.7470777432560887	2.137449196980373	1.9004631010394089
Dihedral 12-1-4-33	-1.4254658744654343	-2.0569924050770827	-2.3764394410806835
Dihedral 12-1-4-34	0.6448441856304641	0.1162098218580768	-0.03566091657473139
Dihedral 13-1-4-5	2.7435367210967274	1.9242530856942621	1.7507991496013287
Dihedral 13-1-4-33	-1.4290068966247957	-2.270188516363194	-2.5261033925187637
Dihedral 13-1-4-34	0.6413031634711025	-0.09698628942803429	-0.1853248680128117
Dihedral 15-1-4-5	-3.0778137560930516	2.293243272539161	2.1697729727323085
Dihedral 15-1-4-33	-0.9671720666349883	-1.9011983295182953	-2.107129569387784
Dihedral 15-1-4-34	1.10313799346091	0.27200389741686426	0.23364895511816788
Dihedral 5-1-4-33	2.1106416894580633	2.0887437051221305	2.006282765059494
Dihedral 5-1-4-34	-2.102233557625625	-2.0212393751222963	-1.9361240176141403
Dihedral 35-1-4-5	1.2091836643194098	0.20817529818509675	0.4060227303016678
Dihedral 35-1-4-33	-2.9633599534021133	2.2969190033072273	2.412305495361162
Dihedral 35-1-4-34	-0.893049893306215	-1.8130640769371995	-1.5301012873124724
Dihedral 2-1-6-5	2.7150996099402627	2.600180299286806	2.2345302767283854
Dihedral 2-1-6-7	2.2941701957884297	1.5635310388452135	0.4613386174221072
Dihedral 2-1-6-35	0.13826078972235425	-0.15150305853106869	-0.3840721659347919
Dihedral 2-1-6-36	-1.8833846088176183	-2.0147132130323437	-2.1855138144220105
Dihedral 3-1-6-5	2.037121650237531	1.858416084234493	1.3368411774555615
Dihedral 3-1-6-7	1.616192236085698	0.8217668237929002	-0.43635048185071673
Dihedral 3-1-6-35	-0.5397171699803776	-0.8932672735833818	-1.2817612652076158
Dihedral 3-1-6-36	-2.56136256852035	-2.756477428084657	-3.0832029136948345
Dihedral 4-1-6-5	-0.47041826738051956	-0.20551485733471528	-0.45406485107332867
Dihedral 4-1-6-7	-0.8913476815323526	-1.242164117776308	-2.227256510379607
Dihedral 4-1-6-35	-3.047257087598428	-2.95719821515259	-3.0726672937365063
Dihedral 4-1-6-36	1.214282821041186	1.4627769375257211	1.4090763649558615
Dihedral 8-1-6-5	-2.7817142925261726	-2.751540333299289	-2.7031301111279125
Dihedral 8-1-6-7	3.0805416005015807	2.4949957134387044	1.8068635367453956
Dihedral 8-1-6-35	0.9246321944355052	0.7799616160624228	0.9614527533884965
Dihedral 8-1-6-36	-1.0970132041044673	-1.0832485384388526	-0.8399888950987224
Dihedral 11-1-6-5	-2.2042528035182456	-1.8803843535829772	-1.7810253144643255
Dihedral 11-1-6-7	-2.6251822176700785	-2.91703361402457	2.7289683334089827
Dihedral 11-1-6-35	1.5020936834434324	1.6511175957787345	1.8835575500520836
Dihedral 11-1-6-36	-0.51955171509654	-0.21209255872254074	0.08211590156486472
Dihedral 12-1-6-5	-2.4646860026221615	-2.537927939477426	-2.87521907759974
Dihedral 12-1-6-7	-2.885615416773994	2.708608107260568	1.6347745702735683
Dihedral 12-1-6-35	1.2416604843395167	0.9935740098842859	0.7893637869166692
Dihedral 12-1-6-36	-0.7799849142004556	-0.8696361446169895	-1.0120778615705497
Dihedral 13-1-6-5	-1.936714108725125	-1.970428766725497	-2.3956149272067324
Dihedral 13-1-6-7	-2.357643522876958	-3.00707802716709	2.114378720666576
Dihedral 13-1-6-35	1.769632378236553	1.561073182636215	1.268967937309677
Dihedral 13-1-6-36	-0.2520130203034193	-0.30213697186506056	-0.532473711177542
Dihedral 15-1-6-5	-1.7466567019779657	-1.6118173889804441	-1.8778907831907967
Dihedral 15-1-6-7	-2.1675861161297987	-2.648466649422037	2.6321028646825115
Dihedral 15-1-6-35	1.9596897849837123	1.9196845603812673	1.7866920813256124
Dihedral 15-1-6-36	-0.061955613556260114	0.05647440587999222	-0.014749567161606485
Dihedral 5-1-6-7	-0.42092941415183294	-1.036649260441593	-1.7731916593062782
Dihedral 5-1-6-35	-2.5768388202179087	-2.7516833578178748	-2.6186024426631773
Dihedral 5-1-6-36	1.6847010884217057	1.6682917948604363	1.8631412160291903
Dihedral 35-1-6-5	2.5768388202179087	2.7516833578178748	2.6186024426631773
Dihedral 35-1-6-7	2.1559094060660753	1.7150340973762819	0.845410783356899
Dihedral 35-1-6-36	-2.0216453985399725	-1.8632101545012754	-1.8014416484872189
Dihedral 2-1-8-11	-2.1653163416632215	-2.1516334030605146	-2.1253131506948333
Dihedral 2-1-8-12	2.2012572249060236	2.17906218544632	2.1810459489496745
Dihedral 3-1-8-2	0.15027423306163024	0.17419372953349668	0.04507862371110986
Dihedral 3-1-8-11	-2.0150421086015915	-1.9774396735270183	-2.0802345269837232
Dihedral 3-1-8-12	2.3515314579676536	2.3532559149798167	2.2261245726607846
Dihedral 4-1-8-2	2.523072031063089	2.041662009124162	1.9936717077189872
Dihedral 4-1-8-11	0.3577556893998676	-0.10997139393635284	-0.13164144297584593
Dihedral 4-1-8-12	-1.5588560512104739	-2.0624611126091046	-2.108467650510925
Dihedral 6-1-8-2	-1.6454753205997075	-1.817107305203161	-2.4631740390585244
Dihedral 6-1-8-11	2.4723936449166573	2.3144445989159106	1.6946981174262292
Dihedral 6-1-8-12	0.5557819043063159	0.36195488024315897	-0.28212809010884965
Dihedral 11-1-8-2	2.1653163416632215	2.1516334030605146	2.1253131506948333
Dihedral 11-1-8-12	-1.9166117406103413	-1.9524897186727515	-1.976826207535079
Dihedral 12-1-8-2	-2.2012572249060236	-2.17906218544632	-2.1810459489496745
Dihedral 12-1-8-11	1.9166117406103416	1.9524897186727517	1.976826207535079
Dihedral 13-1-8-2	-2.8299069171571234	-2.817540636438915	-2.8270737921767206
Dihedral 13-1-8-11	1.2879620483592416	1.3140112676801567	1.3307983643080326
Dihedral 13-1-8-12	-0.6286496922510999	-0.6384784509925947	-0.6460278432270463
Dihedral 15-1-8-2	2.807050442270533	2.8045494916291758	2.7854735902343353
Dihedral 15-1-8-11	0.6417341006073113	0.6529160885686608	0.6601604395395019
Dihedral 15-1-8-12	-1.2748776400030304	-1.2995736301040905	-1.3166657679955769
Dihedral 5-1-8-2	2.2409430663525467	2.336735596353823	2.740126084039552
Dihedral 5-1-8-11	0.07562672468932519	0.1851021932933081	0.6148129333447184
Dihedral 5-1-8-12	-1.8409850159210164	-1.7673875253794433	-1.3620132741903601
Dihedral 35-1-8-2	-1.3290719619087261	-1.421345809271124	-2.0371621146179364
Dihedral 35-1-8-11	2.788797003607639	2.7102060948479476	2.120710041866817
Dihedral 35-1-8-12	0.8721852629972973	0.757716376175196	0.14388383433173796
Dihedral 2-1-11-8	0.6419372382990117	0.647245669917544	0.6577135005965357
Dihedral 2-1-11-15	2.551918972110477	2.590902387913822	2.6062868812588227
Dihedral 2-1-11-55	-1.3907406461298288	-1.393079338005433	-1.3913365293160094
Dihedral 3-1-11-8	1.0947321233364253	1.1276992385126585	1.0383688596982017
Dihedral 3-1-11-15	3.0047138571478906	3.071355956508937	2.986942240360489
Dihedral 3-1-11-55	-0.9379457610924155	-0.9126257694103183	-1.0106811702143432
Dihedral 4-1-11-8	-2.8411645838292845	3.048834072661421	3.0435116481577187
Dihedral 4-1-11-15	-0.9311828500178192	-1.2906945165218875	-1.2911002783595809
Dihedral 4-1-11-55	1.4093428389214613	1.008509064738444	0.9944616182451737
Dihedral 6-1-11-8	-1.0117267315596379	-1.4814856103904073	-2.1209371721338464
Dihedral 6-1-11-15	0.8982550022518274	0.46217110760587105	-0.17236379147155897
Dihedral 6-1-11-55	-3.0444046159884786	2.7613746888662023	2.113198105133195
Dihedral 8-1-11-15	1.909981733811465	1.9436567179962783	1.9485733806622871
Dihedral 8-1-11-55	-2.032677884428841	-2.0403250079229767	-2.049050029912545
Dihedral 12-1-11-8	-0.7063434592271602	-0.697204761607135	-0.6820968611886201
Dihedral 12-1-11-15	1.2036382745843048	1.2464519563891432	1.266476519473667
Dihedral 12-1-11-55	-2.739021343656001	-2.737529769530112	-2.731146891101165
Dihedral 13-1-11-8	-1.3509105741095064	-1.3723053950580866	-1.3680656180019224
Dihedral 13-1-11-15	0.5590711597019585	0.5713513229381915	0.580507762660365
Dihedral 13-1-11-55	2.8995968486412393	2.870554904198523	2.8660696592651194
Dihedral 15-1-11-8	-1.9099817338114655	-1.9436567179962783	-1.9485733806622871
Dihedral 15-1-11-55	2.3405256889392803	2.2992035812603313	2.2855618966047544
Dihedral 5-1-11-8	-3.099236377872661	-3.0548424526277764	-2.9338831920106796
Dihedral 5-1-11-15	-1.1892546440611957	-1.111185734631498	-0.9853098113483924
Dihedral 5-1-11-55	1.1512710448780847	1.1880178466288334	1.3002520852563622
Dihedral 35-1-11-8	-0.4732295188228268	-0.6197147143946011	-1.5243742230595696
Dihedral 35-1-11-15	1.4367522149886385	1.323942003601677	0.42419915760271776
Dihedral 35-1-11-55	-2.5059074032516673	-2.660039722317578	2.709761054207472
Dihedral 2-1-12-8	-0.6236869845318835	-0.6327266751612604	-0.6282257286442603
Dihedral 2-1-12-13	-2.564660570382355	-2.603332740002301	-2.6073490976157983
Dihedral 2-1-12-46	1.3842700899532094	1.3999467922477202	1.4132405847757956
Dihedral 3-1-12-8	-0.8002565155484997	-0.8029632653066765	-0.9118190293508077
Dihedral 3-1-12-13	-2.7412301013989713	-2.7735693301477173	-2.8909423983223457
Dihedral 3-1-12-46	1.2077005589365934	1.229710202102304	1.1296472840692482
Dihedral 4-1-12-8	1.9340369484109838	1.576859712832971	1.7186904088237753
Dihedral 4-1-12-13	-0.006936637439487596	-0.3937463520080699	-0.2604329601477626
Dihedral 4-1-12-46	-2.3411912842835094	-2.673652126937635	-2.5230285849357554
Dihedral 6-1-12-8	-2.623394086906022	-2.8584243696897516	2.9531568584774814
Dihedral 6-1-12-13	1.7188176344230928	1.4541548726487938	0.9740334895059434
Dihedral 6-1-12-46	-0.6154370124209292	-0.8257509022807712	-1.2885621352820493
Dihedral 8-1-12-13	-1.9409735858504713	-1.9706060648410408	-1.9791233689715377
Dihedral 8-1-12-46	2.007957074485093	2.0326734674089804	2.041466313420056
Dihedral 11-1-12-8	0.7262437290277066	0.707620173794722	0.7005869865572356
Dihedral 11-1-12-13	-1.214729856822765	-1.262985891046319	-1.2785363824143023
Dihedral 11-1-12-46	2.7342008035128	2.7402936412037024	2.7420532999772913
Dihedral 13-1-12-8	1.9409735858504713	1.9706060648410408	1.979123368971538
Dihedral 13-1-12-46	-2.334254646844022	-2.2799057749295653	-2.262595624787993
Dihedral 15-1-12-8	1.3799314391096376	1.3910192131462202	1.3955800687386581
Dihedral 15-1-12-13	-0.561042146740834	-0.5795868516948206	-0.5835433002328797
Dihedral 15-1-12-46	-2.895296793584856	-2.8594926266243856	-2.8461389250208726
Dihedral 5-1-12-8	2.2281862792974674	2.440122391278055	2.7250115781029494
Dihedral 5-1-12-13	0.2872126934469962	0.4695163264370144	0.7458882091314115
Dihedral 5-1-12-46	-2.047041953397026	-1.810389448492551	-1.5167074156565812
Dihedral 35-1-12-8	-2.234151127273913	-2.3778588969325933	-3.0183848026956506
Dihedral 35-1-12-13	2.108060594055202	1.9347203454059523	1.2856771355123982
Dihedral 35-1-12-46	-0.2261940527888199	-0.34518542952361275	-0.9769184892755947
Dihedral 2-1-13-12	0.5329834145886106	0.5017723641841251	0.49836617668930994
Dihedral 2-1-13-14	2.6356101477279483	2.6281576632691235	2.6395877836084334
Dihedral 2-1-13-15	-1.5985732977823248	-1.6062531139132528	-1.6102689410977344
Dihedral 3-1-13-12	0.5291884494241726	0.511280213797747	0.34155008802736864
Dihedral 3-1-13-14	2.63181518256351	2.6376655128827453	2.482771694946492
Dihedral 3-1-13-15	-1.6023682629467628	-1.596745264299631	-1.7670850297596759
Dihedral 4-1-13-12	3.135302141483632	2.847284887763157	2.966943479642688
Dihedral 4-1-13-14	-1.0452564325566165	-1.3095151203314315	-1.1750202206177756
Dihedral 4-1-13-15	1.0037454291126968	0.7392594096657791	0.8583083618556432
Dihedral 6-1-13-12	-1.3642712999859594	-1.6976211758763962	-2.1965521651218363
Dihedral 6-1-13-14	0.7383554331533786	0.4287641232086019	-0.055330558202712876
Dihedral 6-1-13-15	2.7873572948226917	2.4775386532058126	1.977998024270706
Dihedral 8-1-13-12	0.7410252215775557	0.7187430401450396	0.7081658393770325
Dihedral 8-1-13-14	2.8436519547168935	2.8451283392300377	2.8493874462961557
Dihedral 8-1-13-15	-1.3905314907933795	-1.3892824379523383	-1.400469278410012
Dihedral 11-1-13-12	1.5491592888485575	1.5074667293574708	1.4974913715224312
Dihedral 11-1-13-14	-2.631399285191691	-2.6493332787371178	-2.6444723287380323
Dihedral 11-1-13-15	-0.5823974235223778	-0.6005587487399071	-0.6111437462646131
Dihedral 12-1-13-14	2.102626733139338	2.126385299084998	2.141221606919123
Dihedral 12-1-13-15	-2.1315567123709354	-2.1080254780973777	-2.1086351177870446
Dihedral 15-1-13-12	2.1315567123709354	2.1080254780973777	2.108635117787044
Dihedral 15-1-13-14	-2.0490018616693133	-2.048774529997211	-2.033328582473419
Dihedral 5-1-13-12	-2.948534583725414	-2.8332442044681256	-2.6304069200188036
Dihedral 5-1-13-14	-0.8459078505860766	-0.7068589053831276	-0.4891853130996805
Dihedral 5-1-13-15	1.2030940110832369	1.3419156246140829	1.5441432693737385
Dihedral 35-1-13-12	-0.9756551551693531	-1.1334328875953854	-1.7608971110156322
Dihedral 35-1-13-14	1.126971577969985	0.9929524114896127	0.3803244959034911
Dihedral 35-1-13-15	-3.1072118675402884	3.0417269414868233	2.41365307837691
Dihedral 2-1-15-11	-0.5449242188545949	-0.5126435441568431	-0.49786914873721927
Dihedral 2-1-15-13	1.5848299085751172	1.606569642765459	1.611679883826515
Dihedral 2-1-15-16	-2.609137074702609	-2.6163595592190005	-2.6138013220139444
Dihedral 3-1-15-11	-0.16859317948087657	-0.08834164813914927	-0.20379302786187026
Dihedral 3-1-15-13	1.9611609479488357	2.030871538783153	1.9057560047018638
Dihedral 3-1-15-16	-2.2328060353288905	-2.1920576632013065	-2.3197252011385956
Dihedral 4-1-15-11	2.1190115401090623	1.7657703905221427	1.8464547594796619
Dihedral 4-1-15-13	-2.034419639640812	-2.3982017297351415	-2.327181515136191
Dihedral 4-1-15-16	0.05479868426104817	-0.3379456245400144	-0.2694774137970635
Dihedral 6-1-15-11	-2.5196079716767072	-2.8549355774594343	3.00954412307176
Dihedral 6-1-15-13	-0.38985384424699476	-0.7357223905371321	-1.1640921515440923
Dihedral 6-1-15-16	1.6993644796548655	1.324533714657995	0.8936119497950348
Dihedral 8-1-15-11	-0.7679743747364219	-0.7381267628000902	-0.7347736319538902
Dihedral 8-1-15-13	1.3617797526932902	1.381086424122212	1.3747754006098436
Dihedral 8-1-15-16	-2.832187230584436	-2.8418427778622473	-2.8507058052306156
Dihedral 11-1-15-13	2.1297541274297123	2.1192131869223023	2.1095490325637343
Dihedral 11-1-15-16	-2.0642128558480146	-2.103716015062157	-2.115932173276725
Dihedral 12-1-15-11	-1.553115017077516	-1.516625081062112	-1.5025567656455483
Dihedral 12-1-15-13	0.5766391103521961	0.60258810586019	0.6069922669181858
Dihedral 12-1-15-16	2.6658574342540566	2.6628442110553174	2.664696368257313
Dihedral 13-1-15-11	-2.1297541274297123	-2.1192131869223023	-2.1095490325637343
Dihedral 13-1-15-16	2.0892183239018602	2.060256105195127	2.057704101339127
Dihedral 5-1-15-11	2.0882904683329717	2.2125748114944153	2.393592036257615
Dihedral 5-1-15-13	-2.0651407114169023	-1.951397308762869	-1.780044238358237
Dihedral 5-1-15-16	0.02407761248495792	0.10885879643225807	0.2776598629808902
Dihedral 35-1-15-11	-2.0896857404640037	-2.234769954397116	-2.8308246672299355
Dihedral 35-1-15-13	0.040068386965708365	-0.11555676747481375	-0.7212756346662014
Dihedral 35-1-15-16	2.129286710867569	1.9446993377203132	1.336428466672926
Dihedral 2-1-5-4	2.0326469235617464	1.360749766638074	1.5565406120536662
Dihedral 2-1-5-31	-2.178810228325166	-2.9637236632855495	2.390689971030253
Dihedral 2-1-5-32	-0.0166244934261833	-0.6800522117013399	-0.4193164837241577
Dihedral 2-1-5-6	-2.3046524189805595	-2.144513323932538	-2.3167674981515622
Dihedral 3-1-5-4	2.439038366721985	1.596957447540924	1.6664356096914728
Dihedral 3-1-5-31	-1.7724187851649271	-2.7275159823826995	2.5005849686680595
Dihedral 3-1-5-32	0.3897669497340555	-0.4438445307984899	-0.30942148608635117
Dihedral 3-1-5-6	-1.8982609758203204	-1.9083056430296879	-2.206872500513756
Dihedral 4-1-5-31	2.0717281552926745	1.958711877255963	0.8341493589765868
Dihedral 4-1-5-32	-2.049271416987929	-2.0408019783394136	-1.9758570957778239
Dihedral 4-1-5-6	1.9458859646372813	2.777922216608975	2.4098771969743575
Dihedral 6-1-5-4	-1.945885964637281	-2.7779222166089745	-2.4098771969743575
Dihedral 6-1-5-31	0.12584219065539332	-0.8192103393530116	-1.575727837997771
Dihedral 6-1-5-32	2.288027925554376	1.4644611122311981	1.8974510144274048
Dihedral 8-1-5-4	0.5155089924361962	-0.4474222886426763	-0.9835284716194748
Dihedral 8-1-5-31	2.5872371477288705	1.5112895886132869	-0.14937911264288822
Dihedral 8-1-5-32	-1.5337624245517332	-2.48822426698209	-2.9593855673972986
Dihedral 8-1-5-6	2.461394957073477	2.3304999279662986	1.426348725354883
Dihedral 11-1-5-4	0.5642257010114178	-0.3201763660874841	-0.5175005247039461
Dihedral 11-1-5-31	2.6359538563040923	1.6385355111684792	0.3166488342726403
Dihedral 11-1-5-32	-1.4850457159765116	-2.360978344426898	-2.49335762048177
Dihedral 11-1-5-6	2.510111665648699	2.4577458505214906	1.8923766722704114
Dihedral 12-1-5-4	-0.5813857707468694	-1.6519351527678132	-2.0231273669333985
Dihedral 12-1-5-31	1.4903423845458053	0.30677672448814974	-1.1889780079568117
Dihedral 12-1-5-32	-2.6306571877347986	2.590448176072359	2.284200844468364
Dihedral 12-1-5-6	1.364500193890412	1.1259870638411615	0.3867498300409595
Dihedral 13-1-5-4	-0.42645117437438473	-1.3873492431581531	-1.61263139679378
Dihedral 13-1-5-31	1.6452769809182899	0.57136263409781	-0.7784820378171933
Dihedral 13-1-5-32	-2.475722591362314	2.8550340856820196	2.694696814607983
Dihedral 13-1-5-6	1.5194347902628964	1.3905729734508216	0.797245800180578
Dihedral 15-1-5-4	0.06054170029999715	-0.8422092398109391	-1.0234960730827964
Dihedral 15-1-5-31	2.132269855592672	1.1165026374450242	-0.1893467141062097
Dihedral 15-1-5-32	-1.988729716687932	-2.8830112181503527	-2.9993531688606203
Dihedral 15-1-5-6	2.006427664937278	1.9357129767980357	1.3863811238915615
Dihedral 35-1-5-4	-2.169220678757624	-2.984280065581146	-2.6633200989155843
Dihedral 35-1-5-31	-0.0974925234649495	-1.0255681883251826	-1.8291707399389974
Dihedral 35-1-5-32	2.064693211434033	1.258103263259027	1.6440081124861785
Dihedral 35-1-5-6	-0.2233347141203429	-0.20635784897217097	-0.2534429019412263
Dihedral 2-1-35-6	-3.0105574874431573	3.018670029974041	2.9297196609735
Dihedral 3-1-35-6	2.624016483244992	2.3624103978673	2.1652345356734854
Dihedral 4-1-35-6	0.11200948742399618	0.24282851060029556	0.06378170388465532
Dihedral 8-1-35-6	-2.298576724703929	-2.5373480101087478	-2.4610166331030783
Dihedral 11-1-35-6	-2.0205462537544925	-2.1686277287327167	-1.662181030034593
Dihedral 12-1-35-6	-1.8163307548852177	-2.099553246045697	-2.374701694547957
Dihedral 13-1-35-6	-1.3641898405825403	-1.5692663661954818	-1.7965960827113958
Dihedral 15-1-35-6	-1.3840710701568975	-1.5089291551002186	-1.4248760975137795
Dihedral 5-1-35-6	0.6099189571502862	0.36097207835885037	0.3471847294943119
Dihedral 1-2-3-27	2.970193926968839	3.068610504716311	3.0108421329102164
Dihedral 8-2-3-1	0.18755906364204214	0.2160958480400149	0.05679698000089732
Dihedral 8-2-3-27	-3.125432316568705	-2.998478954423261	3.0676391129111136
Dihedral 9-2-3-1	-1.7645626052259948	-1.717500391928425	-1.852916108825698
Dihedral 9-2-3-27	1.2056313217428443	1.3511101127878857	1.1579260240845184
Dihedral 10-2-3-1	2.1281084111009254	2.204702676196642	2.006240124793035
Dihedral 10-2-3-27	-1.1848829691098217	-1.0098721262666337	-1.2661030494763352
Dihedral 1-2-8-11	1.2851971262052548	1.2357479090470012	1.2171353196684906
Dihedral 1-2-8-12	-1.355114334886848	-1.271953978303857	-1.2546025314112121
Dihedral 3-2-8-1	-0.15259765211642132	-0.18022010470699895	-0.045212230877254615
Dihedral 3-2-8-11	1.1325994740888337	1.055527804340002	1.171923088791236
Dihedral 3-2-8-12	-1.5077119870032691	-1.452174083010856	-1.2998147622884668
Dihedral 9-2-8-1	1.8427312092070482	1.8030047535512899	1.94585311215548
Dihedral 9-2-8-11	3.127928335412303	3.038752662598291	-3.1201968753556155
Dihedral 9-2-8-12	0.4876168743202001	0.5310507752474328	0.6912505807442679
Dihedral 10-2-8-1	-2.223813091108634	-2.2964270596010925	-2.0525443400207712
Dihedral 10-2-8-11	-0.9386159649033786	-1.0606791505540918	-0.8354090203522805
Dihedral 10-2-8-12	2.704257881184105	2.714804269274637	2.9760384357476033
Dihedral 1-2-9-43	2.0686418884804847	1.9760858683516804	1.9030443935201993
Dihedral 1-2-9-44	-2.140580929720292	-2.233849034552113	-2.30826392120149
Dihedral 1-2-9-45	-0.02890212188243125	-0.12488440014581285	-0.19335401359482776
Dihedral 3-2-9-43	2.8102122121690347	2.733411599671081	2.6267162917340565
Dihedral 3-2-9-44	-1.399010606031742	-1.4765233032327123	-1.5845920229876327
Dihedral 3-2-9-45	0.7126682018061187	0.6324413311735878	0.5303178846190294
Dihedral 8-2-9-43	1.1187991585157055	1.0346434541073264	0.9662247576787364
Dihedral 8-2-9-44	-3.090423659685071	3.1078938583831195	3.038101750136634
Dihedral 8-2-9-45	-0.9787448518472105	-1.0663268143901667	-1.1301736494362906
Dihedral 10-2-9-43	-1.055153150172642	-1.1351724603782665	-1.25574876185789
Dihedral 10-2-9-44	1.0188093388061676	0.9380779438975266	0.8161282306000073
Dihedral 10-2-9-45	3.130488146644028	3.047042578303827	2.9310381382066693
Dihedral 1-2-10-40	0.2244160491434734	0.2509037742529813	0.21698303924053516
Dihedral 1-2-10-41	2.3425000242387672	2.3692100401667164	2.3281096918794186
Dihedral 1-2-10-42	-1.863932952685795	-1.8412480612630737	-1.8773360989504138
Dihedral 3-2-10-40	-0.5526874691529842	-0.5697913480963471	-0.5104002387078856
Dihedral 3-2-10-41	1.5653965059423098	1.548514917817388	1.6007264139309978
Dihedral 3-2-10-42	-2.641036470982253	-2.661943183612402	-2.6047193768988346
Dihedral 8-2-10-40	1.1600923579280333	1.1994534562208463	1.1718658987923427
Dihedral 8-2-10-41	-3.005008974156259	-2.965425585045005	-3.00019275574836
Dihedral 8-2-10-42	-0.9282566439012354	-0.8926983792952088	-0.9224532393986061
Dihedral 9-2-10-40	-2.938540732401302	-2.9303576040268298	-2.9063122496415854
Dihedral 9-2-10-41	-0.820456757306008	-0.8120513381130943	-0.795185597002702
Dihedral 9-2-10-42	1.256295572949016	1.2606758676367018	1.282553919347052
Dihedral 1-3-27-28	-0.648717188955957	-1.162932585388529	-1.0839496732163176
Dihedral 1-3-27-29	1.4485797825907465	0.9409658626973948	1.0307857029983774
Dihedral 1-3-27-30	-2.7266216629028497	3.033066913960149	3.1156771087534674
Dihedral 2-3-27-28	2.712778028158497	2.0739192612853667	2.218219280232785
Dihedral 2-3-27-29	-1.4731103074743859	-2.105367597808296	-1.9502306507321068
Dihedral 2-3-27-30	0.6348735542116046	-0.013266546545541717	0.13466075502298344
Dihedral 1-4-5-31	-1.7551931184274123	-1.935245441877737	-2.8838848186745754
Dihedral 1-4-5-32	1.611362620173565	1.6667937379739899	1.355430241445806
Dihedral 1-4-5-6	-0.5878558762366155	-0.30622549951342604	-0.7551841385044976
Dihedral 33-4-5-1	-1.6364512027138085	-1.6596039038179355	-2.1875871475571262
Dihedral 33-4-5-31	2.8915409860383656	2.688335961483914	1.2117133409478849
Dihedral 33-4-5-32	-0.025088582540243987	0.007189834156054448	-0.8321569061113203
Dihedral 33-4-5-6	-2.2243070789504245	-1.9658294033313615	-2.942771286061624
Dihedral 34-4-5-1	1.740447787712565	1.9000621766139012	2.020356313865859
Dihedral 34-4-5-31	-0.014745330714847427	-0.035183265263835806	-0.8635285048087165
Dihedral 34-4-5-32	-2.9313748992934565	-2.7163293925916956	-2.9073987518679214
Dihedral 34-4-5-6	1.1525919114759493	1.593836677100475	1.2651721753613612
Dihedral 1-5-6-7	2.751742968434926	2.623323557641074	2.4684547578244933
Dihedral 1-5-6-35	1.1437064855574979	0.49266107332441167	0.3919290462702749
Dihedral 1-5-6-36	-1.7545276903229272	-1.7392405241286217	-1.7041931640320376
Dihedral 4-5-6-1	1.049829114652681	0.37280455892284076	0.6176337451302597
Dihedral 4-5-6-7	-2.4816132240919795	2.9961281165639146	3.086088502954753
Dihedral 4-5-6-35	2.193535600210179	0.8654656322472525	1.0095627914005345
Dihedral 4-5-6-36	-0.7046985756702461	-1.366435965205781	-1.0865594189017778
Dihedral 31-5-6-1	-3.018939830651388	2.430114170609656	2.8041306979493297
Dihedral 31-5-6-7	-0.26719686221646194	-1.2297475789288572	-1.0105998514057637
Dihedral 31-5-6-35	-1.8752333450938903	2.9227752439340673	-3.087125562959982
Dihedral 31-5-6-36	1.509717786205271	0.6908736464810339	1.0999375339172919
Dihedral 32-5-6-1	-1.0868240156496098	-1.8449152898187295	-1.5072704672723947
Dihedral 32-5-6-7	1.6649189527853163	0.7784082678223442	0.9611842905520986
Dihedral 32-5-6-35	0.05688246990788804	-1.3522542164943179	-1.1153414210021197
Dihedral 32-5-6-36	-2.841351705972537	2.699029493232235	3.071721675875154
Dihedral 1-6-7-37	1.2913976571322827	1.675041449918067	2.545455252476739
Dihedral 1-6-7-38	-2.9414824085385014	-2.551040894891753	-1.6518838388697559
